zip,place_name,state,lat,lon
85029,Phoenix,AZ,33.5961,-112.1199
85031,Phoenix,AZ,33.4939,-112.1696
85032,Phoenix,AZ,33.6238,-112.0044
85034,Phoenix,AZ,33.4413,-112.0421
85037,Phoenix,AZ,33.4913,-112.2468
85041,Phoenix,AZ,33.3889,-112.0954
85042,Phoenix,AZ,33.3794,-112.0283
85043,Phoenix,AZ,33.4491,-112.1972
85044,Phoenix,AZ,33.3291,-111.9943
85050,Phoenix,AZ,33.6863,-111.9963
85051,Phoenix,AZ,33.5591,-112.1332
85053,Phoenix,AZ,33.6299,-112.1316
85054,Phoenix,AZ,33.6731,-111.9461
85085,Phoenix,AZ,33.7529,-112.0893
85086,Phoenix,AZ,33.8155,-112.1202
85142,Queen Creek,AZ,33.2487,-111.6343
85201,Mesa,AZ,33.4317,-111.8469
85202,Mesa,AZ,33.3851,-111.8724
85203,Mesa,AZ,33.437,-111.8057
85204,Mesa,AZ,33.3992,-111.7896
85205,Mesa,AZ,33.4368,-111.7129
85206,Mesa,AZ,33.4026,-111.7242
85207,Mesa,AZ,33.4321,-111.6426
85208,Mesa,AZ,33.3984,-111.6513
85209,Mesa,AZ,33.3782,-111.6406
85210,Mesa,AZ,33.3887,-111.8428
85212,Mesa,AZ,33.3425,-111.6353
85213,Mesa,AZ,33.4367,-111.7731
85224,Chandler,AZ,33.3301,-111.8632
85225,Chandler,AZ,33.3105,-111.8239
85233,Gilbert,AZ,33.3354,-111.8153
85234,Gilbert,AZ,33.3527,-111.7809
85249,Chandler,AZ,33.2414,-111.7745
85250,Scottsdale,AZ,33.5218,-111.9049
85251,Scottsdale,AZ,33.4936,-111.9167
85253,Paradise Valley,AZ,33.5494,-111.9565
85255,Scottsdale,AZ,33.6968,-111.8892
85260,Scottsdale,AZ,33.6013,-111.8867
85266,Scottsdale,AZ,33.7669,-111.9182
85268,Fountain Hills,AZ,33.6085,-111.7237
85281,Tempe,AZ,33.4227,-111.9261
85282,Tempe,AZ,33.3917,-111.9249
85283,Tempe,AZ,33.3665,-111.9312
85286,Chandler,AZ,33.2711,-111.8311
85296,Gilbert,AZ,33.3354,-111.7406
85297,Gilbert,AZ,33.2781,-111.7096
85298,Gilbert,AZ,33.2522,-111.7022
85302,Glendale,AZ,33.5675,-112.1753
85305,Glendale,AZ,33.5291,-112.2482
85308,Glendale,AZ,33.6539,-112.1694
85309,Luke Air Force Base,AZ,33.5387,-112.186
85310,Glendale,AZ,33.7047,-112.1641
85323,Avondale,AZ,33.4321,-112.3438
85338,Goodyear,AZ,33.4368,-112.3834
85340,Litchfield Park,AZ,33.5098,-112.4135
85353,Tolleson,AZ,33.4347,-112.2774
85373,Sun City,AZ,33.6588,-112.3214
85379,Surprise,AZ,33.6021,-112.3736
85381,Peoria,AZ,33.6048,-112.2237
85382,Peoria,AZ,33.6308,-112.2072
85383,Peoria,AZ,33.7169,-112.238
85388,Surprise,AZ,33.6134,-112.4512
85701,Tucson,AZ,32.2139,-110.9694
85704,Tucson,AZ,32.3379,-110.9855
85705,Tucson,AZ,32.2691,-110.9845
85706,Tucson,AZ,32.1392,-110.9451
85708,Tucson,AZ,32.18,-110.8693
85710,Tucson,AZ,32.2138,-110.824
85711,Tucson,AZ,32.2127,-110.8829
85712,Tucson,AZ,32.25,-110.8869
85713,Tucson,AZ,32.1941,-110.9739
85714,Tucson,AZ,32.1707,-110.9719
85715,Tucson,AZ,32.2519,-110.82
85716,Tucson,AZ,32.2468,-110.9222
85719,Tucson,AZ,32.2474,-110.9491
85726,Tucson,AZ,32.2027,-110.9453
85730,Tucson,AZ,32.181,-110.819
85737,Tucson,AZ,32.4142,-110.9466
85741,Tucson,AZ,32.3472,-111.0419
85742,Tucson,AZ,32.4076,-111.065
85743,Tucson,AZ,32.3366,-111.1771
85745,Tucson,AZ,32.2434,-111.0179
85747,Tucson,AZ,32.0984,-110.7272
85748,Tucson,AZ,32.215,-110.7758
85750,Tucson,AZ,32.2974,-110.8404
85755,Tucson,AZ,32.4227,-110.9768
85756,Tucson,AZ,32.0839,-110.9004
89002,Henderson,NV,36.0008,-114.9588
89005,Boulder City,NV,35.9727,-114.8344
89011,Henderson,NV,36.1065,-114.9192
89012,Henderson,NV,36.0119,-115.0433
89014,Henderson,NV,36.0564,-115.078
89015,Henderson,NV,36.0357,-114.9718
89030,North Las Vegas,NV,36.2115,-115.1241
89031,North Las Vegas,NV,36.2589,-115.1718
89032,North Las Vegas,NV,36.218,-115.1709
89052,Henderson,NV,35.9878,-115.1167
89074,Henderson,NV,36.0384,-115.0857
89081,North Las Vegas,NV,36.2583,-115.1068
89084,North Las Vegas,NV,36.2815,-115.1482
89086,North Las Vegas,NV,36.2809,-115.1349
89101,Las Vegas,NV,36.1721,-115.1224
89102,Las Vegas,NV,36.1433,-115.2004
89103,Las Vegas,NV,36.1149,-115.2161
89104,Las Vegas,NV,36.152,-115.1092
89106,Las Vegas,NV,36.1847,-115.1617
89108,Las Vegas,NV,36.2044,-115.2233
89110,Las Vegas,NV,36.173,-115.0669
89115,Las Vegas,NV,36.2158,-115.0671
89117,Las Vegas,NV,36.1302,-115.2755
89118,Las Vegas,NV,36.0811,-115.2169
89119,Las Vegas,NV,36.1008,-115.1365
89120,Las Vegas,NV,36.0914,-115.0885
89121,Las Vegas,NV,36.1232,-115.0902
89122,Las Vegas,NV,36.1205,-115.0523
89128,Las Vegas,NV,36.1968,-115.2644
89129,Las Vegas,NV,36.245,-115.2743
89131,Las Vegas,NV,36.2956,-115.2419
89138,Las Vegas,NV,36.1666,-115.3613
89139,Las Vegas,NV,36.0129,-115.2118
89141,Las Vegas,NV,36.0104,-115.2073
89144,Las Vegas,NV,36.1781,-115.3183
89147,Las Vegas,NV,36.1128,-115.2801
89148,Las Vegas,NV,36.0588,-115.3104
89156,Las Vegas,NV,36.2034,-115.0364
89183,Las Vegas,NV,35.9959,-115.1576
90001,Los Angeles,CA,33.9731,-118.2479
90002,Los Angeles,CA,33.9497,-118.2462
90003,Los Angeles,CA,33.9653,-118.2727
90004,Los Angeles,CA,34.0762,-118.3029
90005,Los Angeles,CA,34.0585,-118.3012
90006,Los Angeles,CA,34.0493,-118.2917
90007,Los Angeles,CA,34.0294,-118.2871
90011,Los Angeles,CA,34.0079,-118.2582
90012,Los Angeles,CA,34.0614,-118.2385
90014,Los Angeles,CA,34.0443,-118.2509
90016,Los Angeles,CA,34.0298,-118.3528
90017,Los Angeles,CA,34.0559,-118.2666
90018,Los Angeles,CA,34.029,-118.3152
90019,Los Angeles,CA,34.0482,-118.3343
90023,Los Angeles,CA,34.0245,-118.1975
90024,Los Angeles,CA,34.0637,-118.4408
90025,Los Angeles,CA,34.0447,-118.4487
90027,Los Angeles,CA,34.104,-118.2925
90032,Los Angeles,CA,34.0818,-118.1753
90034,Los Angeles,CA,34.029,-118.4005
90038,Los Angeles,CA,34.0898,-118.3215
90039,Los Angeles,CA,34.1121,-118.2594
90042,Los Angeles,CA,34.1145,-118.1929
90043,Los Angeles,CA,33.9871,-118.3321
90045,Los Angeles,CA,33.9631,-118.3941
90046,Los Angeles,CA,34.1074,-118.3652
90057,Los Angeles,CA,34.0622,-118.2763
90059,Los Angeles,CA,33.9293,-118.2463
90061,Los Angeles,CA,33.9245,-118.2716
90066,Los Angeles,CA,34.003,-118.4298
90068,Los Angeles,CA,34.1156,-118.3305
90069,West Hollywood,CA,34.0906,-118.3788
90210,Beverly Hills,CA,34.0901,-118.4065
90212,Beverly Hills,CA,34.0619,-118.3995
90220,Compton,CA,33.8748,-118.2402
90221,Compton,CA,33.8796,-118.2168
90222,Compton,CA,33.9099,-118.2357
90240,Downey,CA,33.9581,-118.1174
90242,Downey,CA,33.9218,-118.1395
90260,Lawndale,CA,33.8879,-118.351
90262,Lynwood,CA,33.9241,-118.2013
90270,Maywood,CA,33.989,-118.1877
90280,South Gate,CA,33.9462,-118.2013
90301,Inglewood,CA,33.955,-118.3556
90303,Inglewood,CA,33.9377,-118.3321
90304,Inglewood,CA,33.9379,-118.3586
90401,Santa Monica,CA,34.0176,-118.4907
90404,Santa Monica,CA,34.0268,-118.4733
90501,Torrance,CA,33.8268,-118.3118
90602,Whittier,CA,33.9693,-118.0337
90605,Whittier,CA,33.9413,-118.0356
90606,Whittier,CA,33.9777,-118.0658
90620,Buena Park,CA,33.8439,-118.008
90621,Buena Park,CA,33.8772,-117.9893
90631,La Habra,CA,33.9331,-117.9493
90638,La Mirada,CA,33.9067,-118.0101
90640,Montebello,CA,34.0133,-118.113
90660,Pico Rivera,CA,33.9886,-118.0883
90670,Santa Fe Springs,CA,33.9464,-118.0838
90680,Stanton,CA,33.7991,-117.9956
90703,Cerritos,CA,33.8669,-118.0686
90710,Harbor City,CA,33.797,-118.2991
90712,Lakewood,CA,33.8512,-118.1457
90713,Lakewood,CA,33.8473,-118.1115
90717,Lomita,CA,33.7938,-118.3172
90720,Los Alamitos,CA,33.7956,-118.0648
90731,San Pedro,CA,33.7339,-118.2914
90745,Carson,CA,33.823,-118.2684
90802,Long Beach,CA,33.7706,-118.182
90807,Long Beach,CA,33.8315,-118.1811
90808,Long Beach,CA,33.8241,-118.1103
90813,Long Beach,CA,33.782,-118.1835
90815,Long Beach,CA,33.7939,-118.1192
90822,Long Beach,CA,33.7927,-118.1638
91016,Monrovia,CA,34.144,-118.0014
91101,Pasadena,CA,34.1468,-118.1391
91105,Pasadena,CA,34.1355,-118.1636
91201,Glendale,CA,34.1716,-118.2899
91202,Glendale,CA,34.1652,-118.2656
91203,Glendale,CA,34.1517,-118.2636
91204,Glendale,CA,34.1379,-118.2599
91206,Glendale,CA,34.1556,-118.2322
91208,Glendale,CA,34.1921,-118.235
91301,Agoura Hills,CA,34.1227,-118.7573
91302,Calabasas,CA,34.1419,-118.6641
91304,Canoga Park,CA,34.2197,-118.6111
91324,Northridge,CA,34.2367,-118.5466
91326,Porter Ranch,CA,34.2619,-118.582
91331,Pacoima,CA,34.2556,-118.4208
91335,Reseda,CA,34.2007,-118.5391
91342,Sylmar,CA,34.3054,-118.4322
91345,Mission Hills,CA,34.2619,-118.4587
91350,Santa Clarita,CA,34.4336,-118.5007
91351,Canyon Country,CA,34.4262,-118.449
91352,Sun Valley,CA,34.2209,-118.3699
91401,Van Nuys,CA,34.1802,-118.4324
91406,Van Nuys,CA,34.2006,-118.4868
91411,Van Nuys,CA,34.1781,-118.4574
91423,Sherman Oaks,CA,34.1526,-118.4322
91506,Burbank,CA,34.1717,-118.3231
91607,Valley Village,CA,34.1672,-118.3989
91701,Rancho Cucamonga,CA,34.1376,-117.5999
91706,Baldwin Park,CA,34.0964,-117.9682
91708,Chino,CA,33.954,-117.6404
91709,Chino Hills,CA,33.9797,-117.7308
91710,Chino,CA,34.0125,-117.6844
91711,Claremont,CA,34.1092,-117.7183
91722,Covina,CA,34.0972,-117.9065
91724,Covina,CA,34.0938,-117.856
91730,Rancho Cucamonga,CA,34.107,-117.5941
91732,El Monte,CA,34.0705,-118.0149
91733,South El Monte,CA,34.0557,-118.0444
91739,Rancho Cucamonga,CA,34.1705,-117.5182
91740,Glendora,CA,34.1287,-117.8552
91744,La Puente,CA,34.0289,-117.9373
91748,Rowland Heights,CA,33.9818,-117.8969
91750,La Verne,CA,34.1159,-117.7708
91752,Mira Loma,CA,33.9938,-117.5236
91754,Monterey Park,CA,34.0534,-118.1271
91755,Monterey Park,CA,34.048,-118.115
91761,Ontario,CA,34.0316,-117.6187
91762,Ontario,CA,34.0584,-117.6665
91764,Ontario,CA,34.0763,-117.6254
91765,Diamond Bar,CA,34.0066,-117.8098
91766,Pomona,CA,34.0418,-117.7569
91768,Pomona,CA,34.0662,-117.7763
91773,San Dimas,CA,34.1023,-117.8169
91780,Temple City,CA,34.1016,-118.0537
91784,Upland,CA,34.141,-117.6581
91789,Walnut,CA,34.0183,-117.8546
91790,West Covina,CA,34.0673,-117.9366
91791,West Covina,CA,34.0653,-117.8978
91801,Alhambra,CA,34.0914,-118.1293
91902,Bonita,CA,32.6671,-117.0221
91910,Chula Vista,CA,32.6371,-117.0676
91911,Chula Vista,CA,32.6084,-117.0565
91913,Chula Vista,CA,32.6513,-116.9852
91942,La Mesa,CA,32.7835,-117.0189
91945,Lemon Grove,CA,32.7332,-117.0326
91950,National City,CA,32.6749,-117.0897
91977,Spring Valley,CA,32.724,-116.9976
92009,Carlsbad,CA,33.0954,-117.2619
92010,Carlsbad,CA,33.1639,-117.3009
92011,Carlsbad,CA,33.1072,-117.2943
92019,El Cajon,CA,32.7777,-116.9191
92020,El Cajon,CA,32.7928,-116.9665
92021,El Cajon,CA,32.8178,-116.9223
92024,Encinitas,CA,33.0535,-117.2689
92025,Escondido,CA,33.1101,-117.07
92026,Escondido,CA,33.1605,-117.0978
92027,Escondido,CA,33.1388,-117.052
92029,Escondido,CA,33.0895,-117.1128
92056,Oceanside,CA,33.1968,-117.2831
92057,Oceanside,CA,33.2407,-117.3025
92064,Poway,CA,32.9756,-117.0402
92067,Rancho Santa Fe,CA,33.005,-117.2157
92071,Santee,CA,32.8486,-116.9862
92081,Vista,CA,33.1644,-117.2403
92084,Vista,CA,33.2131,-117.2243
92101,San Diego,CA,32.7185,-117.1593
92102,San Diego,CA,32.7139,-117.1219
92104,San Diego,CA,32.7454,-117.1272
92105,San Diego,CA,32.7423,-117.0947
92109,San Diego,CA,32.7969,-117.2405
92110,San Diego,CA,32.7635,-117.2028
92113,San Diego,CA,32.697,-117.1153
92114,San Diego,CA,32.7059,-117.0524
92117,San Diego,CA,32.8239,-117.1965
92119,San Diego,CA,32.8036,-117.0261
92120,San Diego,CA,32.7958,-117.0707
92126,San Diego,CA,32.9161,-117.1402
92128,San Diego,CA,33.0067,-117.069
92129,San Diego,CA,32.9652,-117.1213
92130,San Diego,CA,32.9555,-117.2252
92136,San Diego,CA,32.6834,-117.1219
92139,San Diego,CA,32.6806,-117.0474
92154,San Diego,CA,32.5753,-117.0707
92173,San Ysidro,CA,32.5626,-117.043
92220,Banning,CA,33.9282,-116.8899
92223,Beaumont,CA,33.9504,-116.9701
92307,Apple Valley,CA,34.5291,-117.2132
92308,Apple Valley,CA,34.4698,-117.1927
92316,Bloomington,CA,34.0662,-117.3993
92324,Colton,CA,34.0315,-117.2874
92325,Crestline,CA,34.2433,-117.2811
92335,Fontana,CA,34.0794,-117.4551
92336,Fontana,CA,34.1173,-117.4378
92344,Hesperia,CA,34.4239,-117.4075
92345,Hesperia,CA,34.4222,-117.3025
92346,Highland,CA,34.1283,-117.2087
92354,Loma Linda,CA,34.0528,-117.2513
92359,Mentone,CA,34.0774,-117.1126
92373,Redlands,CA,34.0397,-117.1804
92374,Redlands,CA,34.065,-117.1672
92376,Rialto,CA,34.1132,-117.3771
92392,Victorville,CA,34.4802,-117.4082
92394,Victorville,CA,34.5563,-117.3528
92395,Victorville,CA,34.5016,-117.2944
92399,Yucaipa,CA,34.0282,-117.0489
92405,San Bernardino,CA,34.1446,-117.3013
92407,San Bernardino,CA,34.2166,-117.3908
92408,San Bernardino,CA,34.0831,-117.2711
92410,San Bernardino,CA,34.1069,-117.2975
92501,Riverside,CA,33.9924,-117.3694
92503,Riverside,CA,33.9208,-117.4589
92505,Riverside,CA,33.9228,-117.4867
92506,Riverside,CA,33.9455,-117.3757
92509,Riverside,CA,34.0033,-117.445
92530,Lake Elsinore,CA,33.6598,-117.3485
92532,Lake Elsinore,CA,33.6927,-117.303
92543,Hemet,CA,33.7416,-116.973
92544,Hemet,CA,33.739,-116.9243
92555,Moreno Valley,CA,33.9377,-117.1851
92557,Moreno Valley,CA,33.9553,-117.2457
92562,Murrieta,CA,33.5631,-117.2738
92570,Perris,CA,33.7852,-117.3166
92571,Perris,CA,33.811,-117.218
92583,San Jacinto,CA,33.7967,-116.9324
92584,Menifee,CA,33.6647,-117.1743
92585,Sun City,CA,33.7467,-117.1721
92586,Sun City,CA,33.7044,-117.1969
92587,Quail Valley,CA,33.707,-117.245
92592,Temecula,CA,33.4983,-117.0958
92596,Winchester,CA,33.6243,-117.0885
92602,Irvine,CA,33.7419,-117.7467
92614,Irvine,CA,33.6829,-117.8298
92618,Irvine,CA,33.7074,-117.7054
92620,Irvine,CA,33.7009,-117.7564
92626,Costa Mesa,CA,33.6801,-117.9085
92629,Dana Point,CA,33.4743,-117.6964
92637,Laguna Woods,CA,33.6103,-117.7253
92646,Huntington Beach,CA,33.6654,-117.9686
92648,Huntington Beach,CA,33.6773,-118.0051
92653,Laguna Hills,CA,33.5916,-117.6985
92677,Laguna Niguel,CA,33.5145,-117.7084
92683,Westminster,CA,33.7524,-117.9939
92688,Rancho Santa Margarita,CA,33.6512,-117.5938
92691,Mission Viejo,CA,33.6128,-117.6622
92692,Mission Viejo,CA,33.6144,-117.6433
92694,Ladera Ranch,CA,33.5472,-117.6238
92703,Santa Ana,CA,33.7489,-117.9072
92706,Santa Ana,CA,33.7691,-117.8855
92708,Fountain Valley,CA,33.7102,-117.9503
92780,Tustin,CA,33.7364,-117.8229
92782,Tustin,CA,33.7346,-117.7869
92801,Anaheim,CA,33.8428,-117.9546
92802,Anaheim,CA,33.8085,-117.9228
92804,Anaheim,CA,33.8186,-117.9729
92805,Anaheim,CA,33.8359,-117.9086
92806,Anaheim,CA,33.8356,-117.8681
92807,Anaheim,CA,33.8544,-117.7858
92831,Fullerton,CA,33.8873,-117.8946
92833,Fullerton,CA,33.8766,-117.9551
92840,Garden Grove,CA,33.7869,-117.9273
92841,Garden Grove,CA,33.7817,-117.9766
92844,Garden Grove,CA,33.7661,-117.9738
92860,Norco,CA,33.9247,-117.5517
92867,Orange,CA,33.811,-117.8493
92878,Corona,CA,33.8753,-117.5664
92879,Corona,CA,33.8797,-117.5354
92880,Corona,CA,33.9208,-117.6096
92882,Corona,CA,33.8419,-117.6043
93004,Ventura,CA,34.2788,-119.1651
93036,Oxnard,CA,34.2351,-119.182
93065,Simi Valley,CA,34.2656,-118.7653
93612,Clovis,CA,36.8149,-119.7106
93711,Fresno,CA,36.8303,-119.8319
94024,Los Altos,CA,37.3547,-122.0862
94028,Portola Valley,CA,37.3702,-122.2182
94030,Millbrae,CA,37.6004,-122.402
94041,Mountain View,CA,37.3893,-122.0783
94043,Mountain View,CA,37.4056,-122.0775
94044,Pacifica,CA,37.6196,-122.4816
94080,South San Francisco,CA,37.6574,-122.4235
94086,Sunnyvale,CA,37.3764,-122.0238
94112,San Francisco,CA,37.7195,-122.4411
94118,San Francisco,CA,37.7812,-122.4614
94121,San Francisco,CA,37.7786,-122.4892
94127,San Francisco,CA,37.7354,-122.4571
94132,San Francisco,CA,37.7211,-122.4754
94134,San Francisco,CA,37.719,-122.4096
94301,Palo Alto,CA,37.4443,-122.1497
94303,Palo Alto,CA,37.4673,-122.1388
94304,Palo Alto,CA,37.4334,-122.1842
94401,San Mateo,CA,37.5735,-122.3225
94403,San Mateo,CA,37.5395,-122.2998
94404,San Mateo,CA,37.5538,-122.27
94501,Alameda,CA,37.7706,-122.2648
94507,Alamo,CA,37.8537,-122.0229
94509,Antioch,CA,37.9939,-121.8089
94511,Bethel Island,CA,38.0266,-121.6425
94514,Byron,CA,37.8254,-121.6236
94520,Concord,CA,37.9823,-122.0362
94523,Pleasant Hill,CA,37.954,-122.0737
94526,Danville,CA,37.814,-121.966
94531,Antioch,CA,37.9658,-121.7758
94533,Fairfield,CA,38.2671,-122.0357
94536,Fremont,CA,37.5605,-121.9999
94538,Fremont,CA,37.5308,-121.9712
94541,Hayward,CA,37.674,-122.0894
94544,Hayward,CA,37.6374,-122.067
94545,Hayward,CA,37.6332,-122.0971
94546,Castro Valley,CA,37.7015,-122.0782
94548,Knightsen,CA,37.9726,-121.6652
94551,Livermore,CA,37.7526,-121.77
94560,Newark,CA,37.5368,-122.032
94561,Oakley,CA,37.994,-121.7036
94565,Pittsburg,CA,38.0031,-121.9172
94566,Pleasanton,CA,37.6658,-121.8755
94568,Dublin,CA,37.7166,-121.9226
94577,San Leandro,CA,37.7205,-122.1587
94578,San Leandro,CA,37.7024,-122.124
94579,San Leandro,CA,37.6892,-122.1507
94580,San Lorenzo,CA,37.6787,-122.1295
94585,Suisun City,CA,38.2408,-122.042
94587,Union City,CA,37.5895,-122.0497
94589,Vallejo,CA,38.1582,-122.2804
94591,Vallejo,CA,38.0985,-122.2124
94595,Walnut Creek,CA,37.8753,-122.0703
94597,Walnut Creek,CA,37.9182,-122.0717
94612,Oakland,CA,37.8085,-122.2668
94621,Oakland,CA,37.7589,-122.1853
94803,El Sobrante,CA,37.9693,-122.2901
95008,Campbell,CA,37.2803,-121.9539
95014,Cupertino,CA,37.318,-122.0449
95030,Los Gatos,CA,37.2296,-121.9834
95035,Milpitas,CA,37.4352,-121.895
95050,Santa Clara,CA,37.3492,-121.953
95051,Santa Clara,CA,37.3483,-121.9844
95112,San Jose,CA,37.3476,-121.887
95116,San Jose,CA,37.3518,-121.8508
95118,San Jose,CA,37.2568,-121.8896
95121,San Jose,CA,37.3042,-121.8099
95124,San Jose,CA,37.2563,-121.9229
95125,San Jose,CA,37.296,-121.8939
95127,San Jose,CA,37.3692,-121.8208
95132,San Jose,CA,37.4031,-121.8585
95133,San Jose,CA,37.3729,-121.856
95148,San Jose,CA,37.3304,-121.7913
95205,Stockton,CA,37.9625,-121.2624
95206,Stockton,CA,37.9177,-121.3123
95207,Stockton,CA,38.0024,-121.3238
95209,Stockton,CA,38.0377,-121.3445
95210,Stockton,CA,38.025,-121.2972
95219,Stockton,CA,38.01,-121.3698
95220,Acampo,CA,38.2004,-121.2186
95240,Lodi,CA,38.1222,-121.2555
95242,Lodi,CA,38.1308,-121.3345
95307,Ceres,CA,37.5833,-120.9496
95336,Manteca,CA,37.8134,-121.2132
95337,Manteca,CA,37.7808,-121.2344
95351,Modesto,CA,37.6236,-120.9966
95354,Modesto,CA,37.6409,-120.9749
95355,Modesto,CA,37.6717,-120.9482
95357,Modesto,CA,37.6693,-120.8817
95366,Ripon,CA,37.7491,-121.1284
95377,Tracy,CA,37.6567,-121.4955
95391,Tracy,CA,37.7695,-121.5397
95401,Santa Rosa,CA,38.4432,-122.7547
95403,Santa Rosa,CA,38.4822,-122.7473
95405,Santa Rosa,CA,38.4386,-122.6727
95407,Santa Rosa,CA,38.4089,-122.7339
95492,Windsor,CA,38.5443,-122.8073
95603,Auburn,CA,38.9115,-121.08
95608,Carmichael,CA,38.6284,-121.3287
95610,Citrus Heights,CA,38.6946,-121.2692
95616,Davis,CA,38.5538,-121.7418
95618,Davis,CA,38.5449,-121.7405
95620,Dixon,CA,38.4403,-121.8088
95621,Citrus Heights,CA,38.6952,-121.3075
95628,Fair Oaks,CA,38.6554,-121.2611
95630,Folsom,CA,38.6709,-121.1529
95632,Galt,CA,38.2691,-121.3
95648,Lincoln,CA,38.8942,-121.2908
95652,Mcclellan,CA,38.6621,-121.3955
95655,Mather,CA,38.5579,-121.291
95660,North Highlands,CA,38.6707,-121.3781
95661,Roseville,CA,38.7346,-121.234
95670,Rancho Cordova,CA,38.6072,-121.2761
95677,Rocklin,CA,38.7877,-121.2366
95688,Vacaville,CA,38.3847,-121.9887
95691,West Sacramento,CA,38.5673,-121.5516
95695,Woodland,CA,38.6816,-121.8052
95742,Rancho Cordova,CA,38.5981,-121.2153
95746,Granite Bay,CA,38.7435,-121.1897
95747,Roseville,CA,38.7703,-121.3372
95757,Elk Grove,CA,38.4081,-121.4294
95758,Elk Grove,CA,38.4243,-121.437
95765,Rocklin,CA,38.8136,-121.2677
95776,Woodland,CA,38.6808,-121.7411
95815,Sacramento,CA,38.6093,-121.4443
95817,Sacramento,CA,38.5498,-121.4583
95818,Sacramento,CA,38.5568,-121.4929
95820,Sacramento,CA,38.5347,-121.4451
95822,Sacramento,CA,38.5091,-121.4935
95823,Sacramento,CA,38.4797,-121.4438
95824,Sacramento,CA,38.5178,-121.4419
95825,Sacramento,CA,38.5892,-121.4057
95827,Sacramento,CA,38.5662,-121.3286
95828,Sacramento,CA,38.4826,-121.4006
95829,Sacramento,CA,38.4689,-121.344
95835,Sacramento,CA,38.6626,-121.4834
95838,Sacramento,CA,38.6406,-121.444
95842,Sacramento,CA,38.6865,-121.3494
95901,Marysville,CA,39.1663,-121.5105
95903,Beale Afb,CA,39.1115,-121.3604
95961,Olivehurst,CA,39.0861,-121.5497
95991,Yuba City,CA,39.1051,-121.6202
95993,Yuba City,CA,39.1237,-121.6611
97003,Beaverton,OR,45.5201,-122.8604
97005,Beaverton,OR,45.4963,-122.8001
97006,Beaverton,OR,45.5201,-122.8604
97007,Beaverton,OR,45.4505,-122.8652
97008,Beaverton,OR,45.456,-122.7996
97009,Boring,OR,45.4297,-122.3807
97013,Canby,OR,45.2514,-122.6832
97024,Fairview,OR,45.5473,-122.4414
97027,Gladstone,OR,45.3899,-122.5902
97030,Gresham,OR,45.5154,-122.4203
97045,Oregon City,OR,45.3377,-122.57
97060,Troutdale,OR,45.5254,-122.3739
97062,Tualatin,OR,45.3727,-122.7631
97068,West Linn,OR,45.3669,-122.648
97070,Wilsonville,OR,45.2986,-122.7699
97071,Woodburn,OR,45.1446,-122.8583
97078,Beaverton,OR,45.452,-122.7893
97086,Happy Valley,OR,45.4446,-122.5372
97089,Damascus,OR,45.4176,-122.459
97113,Cornelius,OR,45.529,-123.0415
97114,Dayton,OR,45.1977,-123.0753
97115,Dundee,OR,45.2776,-123.0152
97116,Forest Grove,OR,45.5981,-123.1818
97123,Hillsboro,OR,45.4984,-122.957
97124,Hillsboro,OR,45.5387,-122.9636
97132,Newberg,OR,45.3099,-122.9685
97140,Sherwood,OR,45.3514,-122.8567
97201,Portland,OR,45.5078,-122.6897
97202,Portland,OR,45.484,-122.6365
97203,Portland,OR,45.5889,-122.7347
97206,Portland,OR,45.484,-122.5973
97207,Portland,OR,45.5235,-122.6762
97209,Portland,OR,45.527,-122.6854
97211,Portland,OR,45.5653,-122.6448
97212,Portland,OR,45.5441,-122.6423
97213,Portland,OR,45.5373,-122.5987
97214,Portland,OR,45.5142,-122.6364
97215,Portland,OR,45.5143,-122.599
97216,Portland,OR,45.5137,-122.5569
97218,Portland,OR,45.56,-122.6001
97219,Portland,OR,45.458,-122.7074
97220,Portland,OR,45.5411,-122.5566
97222,Portland,OR,45.4373,-122.6147
97223,Portland,OR,45.4403,-122.7793
97224,Portland,OR,45.4094,-122.8014
97229,Portland,OR,45.5483,-122.8276
97230,Portland,OR,45.5472,-122.5001
97232,Portland,OR,45.5287,-122.6363
97233,Portland,OR,45.5142,-122.4985
97236,Portland,OR,45.4887,-122.5091
97266,Portland,OR,45.4762,-122.5596
97267,Portland,OR,45.4021,-122.6144
97301,Salem,OR,44.949,-123.004
97302,Salem,OR,44.9039,-123.0445
97304,Salem,OR,44.9588,-123.0753
97305,Salem,OR,44.9961,-122.9124
97306,Salem,OR,44.8685,-123.0438
97317,Salem,OR,44.9026,-122.9074
98001,Auburn,WA,47.3099,-122.2653
98002,Auburn,WA,47.305,-122.2067
98003,Federal Way,WA,47.3203,-122.3117
98004,Bellevue,WA,47.6155,-122.2072
98005,Bellevue,WA,47.615,-122.1663
98006,Bellevue,WA,47.5614,-122.1552
98007,Bellevue,WA,47.6174,-122.1426
98008,Bellevue,WA,47.6115,-122.1162
98012,Bothell,WA,47.8401,-122.1972
98020,Edmonds,WA,47.8061,-122.3724
98021,Bothell,WA,47.7918,-122.2243
98023,Federal Way,WA,47.3104,-122.3612
98026,Edmonds,WA,47.8353,-122.327
98028,Kenmore,WA,47.7542,-122.2475
98031,Kent,WA,47.388,-122.1932
98032,Kent,WA,47.3776,-122.2854
98034,Kirkland,WA,47.7188,-122.1966
98036,Lynnwood,WA,47.8049,-122.2855
98037,Lynnwood,WA,47.8392,-122.2855
